,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking
9834,11908,"Canillas, Madrid",116.0,3,1.0,0.0,"Calle de Andorra, Madrid, 107",288000,2483,0,0,1972.0,1,0,0,1,0,0
9835,11907,"Pinar del Rey, Madrid",60.0,2,1.0,0.0,Moratalla,160000,2667,0,0,1964.0,1,0,0,1,0,0
9836,11906,"Sanchinarro, Madrid",118.0,3,2.0,0.0,av. niceto alcala zamora,460000,3898,0,0,0.0,1,0,1,0,0,1
9837,11905,"Virgen del Cortijo - Manoteras, Madrid",107.0,2,2.0,0.0,Calle de Dulce Chacón,435000,4065,0,0,2006.0,1,0,1,0,0,1
9838,11904,"Pinar del Rey, Madrid",78.0,3,2.0,0.0,Azagra,189950,2435,1,0,1964.0,1,0,0,0,0,0
9840,11902,"Conde Orgaz-Piovera, Madrid",407.0,5,4.0,0.0,Avenida de los Madroños,1600000,3931,1,0,1977.0,1,0,1,1,0,1
9843,11899,"Conde Orgaz-Piovera, Madrid",150.0,3,3.0,0.0,Calle DE JOSÉ RIZAL,720000,4800,0,0,1996.0,1,0,1,1,0,1
9848,11894,"Canillas, Madrid",131.0,2,1.0,0.0,Calle de Ramón Power,320000,2443,0,0,1994.0,1,0,1,1,0,1
9850,11892,"Valdebebas - Valdefuentes, Madrid",148.0,3,2.0,0.0,"Avenida Manuel Fraga Iribarne, 38",565000,3818,0,0,2020.0,1,0,1,1,0,1
9852,11890,"Pinar del Rey, Madrid",115.0,3,2.0,0.0,"Calle Paula de la vega, 10",438000,3809,0,1,0.0,1,0,1,0,0,1
9853,11889,"Pinar del Rey, Madrid",115.0,3,2.0,0.0,"Calle Paula de la vega, 10",437000,3800,0,1,0.0,1,0,1,0,0,1
9854,11888,"Valdebebas - Valdefuentes, Madrid",175.0,4,3.0,0.0,"Calle José Antonio Fernández Ordóñez, 38",645000,3686,0,1,0.0,1,0,1,1,0,0
9855,11887,"Canillas, Madrid",116.0,3,1.0,0.0,Calle ANDORRA,330000,2845,0,0,0.0,1,0,0,1,0,0
9856,11886,"Valdebebas - Valdefuentes, Madrid",156.0,4,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,652800,4185,0,1,0.0,1,0,1,1,0,1
9857,11885,"Hortaleza, Madrid",466.0,5,4.0,0.0,Urb. Conde de Orgaz,2900000,6223,0,0,1979.0,0,1,1,1,1,1
9860,11882,"Canillas, Madrid",138.0,3,2.0,0.0,Calle Palermo,415000,3007,0,0,2006.0,1,0,0,0,0,1
9861,11881,"Hortaleza, Madrid",415.0,5,5.0,4.0,Urb. Conde de Orgaz - Piovera,1450000,3494,1,0,1992.0,0,1,1,1,0,1
9862,11880,"Hortaleza, Madrid",317.0,5,6.0,0.0,Urb. Arturo Soria,1445368,4560,0,0,0.0,1,0,1,0,0,1
9863,11879,"Hortaleza, Madrid",136.0,3,2.0,0.0,Urb. Campo de las Naciones,750000,5515,0,0,2006.0,1,0,1,0,0,1
9864,11878,"Hortaleza, Madrid",600.0,7,5.0,4.0,Urb. Conde de Orgaz,3100000,5167,0,0,1989.0,0,1,1,1,1,1
9865,11877,"Hortaleza, Madrid",760.0,6,1.0,2.0,Urb. Conde de Orgaz,4000000,5263,0,0,1979.0,0,1,1,0,0,1
9866,11876,"Hortaleza, Madrid",607.0,5,5.0,0.0,Urb. Conde de Orgaz,2800000,4613,0,0,2017.0,1,0,1,0,0,1
9867,11875,"Hortaleza, Madrid",225.0,4,4.0,0.0,Urb. No mostrar dirección,1500000,6667,0,0,2015.0,1,0,1,1,1,1
9868,11874,"Hortaleza, Madrid",570.0,7,6.0,2.0,Urb. conde orgaz,2700000,4737,1,0,1975.0,0,0,1,1,0,0
9870,11872,"Palomas, Madrid",110.0,2,2.0,0.0,"Avenida de los Andes, Madrid, 22",390000,3545,1,0,1999.0,1,0,1,0,0,1
9871,11871,"Hortaleza, Madrid",750.0,6,5.0,0.0,Urb. Conde Orgaz,3100000,4133,0,0,0.0,0,0,1,1,0,1
9872,11870,"Hortaleza, Madrid",500.0,7,6.0,0.0,Urb. Conde de Orgaz,1650000,3300,0,0,1991.0,0,1,1,1,0,1
9873,11869,"Hortaleza, Madrid",900.0,5,8.0,0.0,Urb. Conde de Orgaz,4500000,5000,0,0,2013.0,0,1,1,0,0,1
9874,11868,"Valdebebas - Valdefuentes, Madrid",122.0,2,2.0,0.0,"Calle José Antonio Fernández Ordóñez, 38",434000,3557,0,1,0.0,1,0,1,1,0,0
9875,11867,"Valdebebas - Valdefuentes, Madrid",161.0,2,2.0,0.0,"Calle José Antonio Fernández Ordóñez, 38",520000,3230,0,1,0.0,1,0,1,1,0,0
9876,11866,"Hortaleza, Madrid",291.0,5,4.0,0.0,Urb. Conde de Orgaz,1490000,5120,0,0,2003.0,1,0,1,1,0,1
9877,11865,"Hortaleza, Madrid",400.0,5,5.0,0.0,Urb. Conde de Orgaz,1590000,3975,0,0,2003.0,0,1,1,1,1,1
9878,11864,"Hortaleza, Madrid",300.0,4,5.0,0.0,Urb. Conde de Orgaz,2200000,7333,0,0,2017.0,1,0,1,1,1,1
9879,11863,"Hortaleza, Madrid",400.0,5,5.0,2.0,Urb. Conde de Orgaz,2400000,6000,0,0,1983.0,0,1,1,1,0,1
9880,11862,"Hortaleza, Madrid",548.0,5,5.0,4.0,Urb. Conde de Orgaz,1800000,3285,0,0,2010.0,0,1,1,1,0,1
9881,11861,"Hortaleza, Madrid",654.0,11,7.0,0.0,Urb. PARQUE CONDE DE ORGAZ,1950000,2982,0,0,1967.0,0,1,1,0,0,1
9882,11860,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,557000,4007,0,1,0.0,1,0,1,1,0,1
9883,11859,"Conde Orgaz-Piovera, Madrid",450.0,5,6.0,4.0,Calle DE BUESO DE PINEDA,2150000,4778,0,0,2006.0,0,0,1,1,0,1
9884,11858,"Valdebebas - Valdefuentes, Madrid",138.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,595300,4314,0,1,0.0,1,0,1,1,0,1
9885,11857,"Conde Orgaz-Piovera, Madrid",372.0,5,5.0,4.0,Calle José Miguel Guridi,1500000,4032,0,0,1993.0,0,1,1,1,0,1
9886,11856,"Palomas, Madrid",183.0,3,3.0,0.0,Avenida de los Arces,972000,5311,0,0,2007.0,1,0,1,0,0,1
9887,11855,"Valdebebas - Valdefuentes, Madrid",133.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,641300,4822,0,1,0.0,1,0,1,1,0,1
9888,11854,"Canillas, Madrid",53.0,1,1.0,0.0,"Calle Alejandro Villegas , 3",219268,4137,0,1,0.0,1,0,0,0,0,0
9889,11853,"Valdebebas - Valdefuentes, Madrid",114.0,2,2.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",443000,3886,0,1,0.0,1,0,1,1,0,0
9891,11851,"Valdebebas - Valdefuentes, Madrid",131.0,3,2.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",549000,4191,0,1,0.0,1,0,1,1,0,0
9892,11850,"Valdebebas - Valdefuentes, Madrid",165.0,4,3.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",669000,4055,0,1,0.0,1,0,1,1,0,0
9893,11849,"Valdebebas - Valdefuentes, Madrid",129.0,3,2.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",539000,4178,0,1,0.0,1,0,1,1,0,0
9894,11848,"Valdebebas - Valdefuentes, Madrid",132.0,3,2.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",549000,4159,0,1,0.0,1,0,1,1,0,0
9895,11847,"Valdebebas - Valdefuentes, Madrid",174.0,4,3.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",619000,3557,0,1,0.0,1,0,1,1,0,0
9896,11846,"Valdebebas - Valdefuentes, Madrid",155.0,4,3.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",649000,4187,0,1,0.0,1,0,1,1,0,0
9897,11845,"Valdebebas - Valdefuentes, Madrid",120.0,2,2.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",439000,3658,0,1,0.0,1,0,1,1,0,0
9898,11844,"Valdebebas - Valdefuentes, Madrid",168.0,4,3.0,0.0,"Calle María de las Mercedes de Borbón, 196, 204",649000,3863,0,1,0.0,1,0,1,1,0,0
9899,11843,"Hortaleza, Madrid",510.0,5,6.0,0.0,Urb. CONDE ORGAZ,3200000,6275,0,0,0.0,0,1,1,1,0,1
9901,11841,"Hortaleza, Madrid",650.0,6,7.0,2.0,Urb. CONDE ORGAZ,3650000,5615,0,0,0.0,0,1,1,1,0,1
9902,11840,"Hortaleza, Madrid",850.0,6,6.0,0.0,Urb. CONDE ORGAZ,3650000,4294,0,0,0.0,0,1,1,0,0,1
9903,11839,"Conde Orgaz-Piovera, Madrid",150.0,3,3.0,0.0,"Calle de José Rizal, 47",720000,4800,0,0,1996.0,1,0,1,1,1,1
9904,11838,"Conde Orgaz-Piovera, Madrid",262.0,4,5.0,0.0,"Calle Madroños, 29",1790000,6832,0,1,0.0,1,0,1,1,0,1
9905,11837,"Conde Orgaz-Piovera, Madrid",478.0,4,6.0,0.0,"Calle Madroños, 29",4320000,9038,0,1,0.0,1,0,1,1,0,1
9906,11836,"Conde Orgaz-Piovera, Madrid",266.0,4,5.0,0.0,"Calle Madroños, 29",1740000,6541,0,1,0.0,1,0,1,1,0,1
9907,11835,"Conde Orgaz-Piovera, Madrid",365.0,4,7.0,0.0,"Calle Madroños, 29",3265000,8945,0,1,0.0,1,0,1,1,0,1
9908,11834,"Conde Orgaz-Piovera, Madrid",326.0,4,5.0,0.0,"Calle Madroños, 29",3130000,9601,0,1,0.0,1,0,1,1,0,1
9909,11833,"Conde Orgaz-Piovera, Madrid",256.0,4,5.0,0.0,"Calle Madroños, 29",1795000,7012,0,1,0.0,1,0,1,1,0,1
9910,11832,"Conde Orgaz-Piovera, Madrid",281.0,4,5.0,0.0,"Calle Madroños, 29",1815000,6459,0,1,0.0,1,0,1,1,0,1
9911,11831,"Conde Orgaz-Piovera, Madrid",281.0,4,5.0,0.0,"Calle Madroños, 29",1990000,7082,0,1,0.0,1,0,1,1,0,1
9912,11830,"Conde Orgaz-Piovera, Madrid",334.0,3,6.0,0.0,"Calle Madroños, 29",2850000,8533,0,1,0.0,1,0,1,1,0,1
9914,11828,"Sanchinarro, Madrid",174.0,4,3.0,0.0,"Avenida Isabel de Valois, 22",799000,4592,0,1,0.0,1,0,1,1,0,0
9915,11827,"Valdebebas - Valdefuentes, Madrid",138.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,637900,4622,0,1,0.0,1,0,1,1,0,1
9916,11826,"Valdebebas - Valdefuentes, Madrid",140.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,564300,4031,0,1,0.0,1,0,1,1,0,1
9917,11825,"Valdebebas - Valdefuentes, Madrid",141.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,546900,3879,0,1,0.0,1,0,1,1,0,1
9918,11824,"Valdebebas - Valdefuentes, Madrid",141.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,544100,3859,0,1,0.0,1,0,1,1,0,1
9919,11823,"Valdebebas - Valdefuentes, Madrid",140.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,604900,4321,0,1,0.0,1,0,1,1,0,1
9920,11822,"Valdebebas - Valdefuentes, Madrid",140.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,604600,4319,0,1,0.0,1,0,1,1,0,1
9921,11821,"Valdebebas - Valdefuentes, Madrid",140.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,544300,3888,0,1,0.0,1,0,1,1,0,1
9922,11820,"Valdebebas - Valdefuentes, Madrid",140.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,544100,3886,0,1,0.0,1,0,1,1,0,1
9923,11819,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,540300,3887,0,1,0.0,1,0,1,1,0,1
9924,11818,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,539600,3882,0,1,0.0,1,0,1,1,0,1
9925,11817,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,538900,3877,0,1,0.0,1,0,1,1,0,1
9926,11816,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,597800,4301,0,1,0.0,1,0,1,1,0,1
9927,11815,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,537200,3865,0,1,0.0,1,0,1,1,0,1
9928,11814,"Valdebebas - Valdefuentes, Madrid",139.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,537000,3863,0,1,0.0,1,0,1,1,0,1
9929,11813,"Valdebebas - Valdefuentes, Madrid",138.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,593000,4297,0,1,0.0,1,0,1,1,0,1
9930,11812,"Valdebebas - Valdefuentes, Madrid",114.0,2,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,444400,3898,0,1,0.0,1,0,1,1,0,1
9931,11811,"Valdebebas - Valdefuentes, Madrid",114.0,2,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,439400,3854,0,1,0.0,1,0,1,1,0,1
9932,11810,"Valdebebas - Valdefuentes, Madrid",114.0,2,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,434400,3811,0,1,0.0,1,0,1,1,0,1
9933,11809,"Valdebebas - Valdefuentes, Madrid",114.0,2,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,429400,3767,0,1,0.0,1,0,1,1,0,1
9934,11808,"Valdebebas - Valdefuentes, Madrid",114.0,2,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,424400,3723,0,1,0.0,1,0,1,1,0,1
9935,11807,"Valdebebas - Valdefuentes, Madrid",138.0,3,2.0,0.0,Calle Mª de las Mercedes de Borbón esq c/ Jordi Solé Tura s/n,536300,3886,0,1,0.0,1,0,1,1,0,1
9936,11806,"Apóstol Santiago, Madrid",62.0,2,1.0,0.0,Calle Roquetas de Mar s/n,187000,3016,1,0,1992.0,1,0,0,0,0,0
9937,11805,"Valdebebas - Valdefuentes, Madrid",176.0,4,2.0,0.0,"Avenida de Juan Antonio Samaranch, 76",767800,4362,0,1,0.0,0,0,0,0,0,1
9938,11804,"Sanchinarro, Madrid",147.0,3,3.0,0.0,"Calle Ana de Austria, 83",789650,5372,0,1,0.0,1,0,1,1,0,1
9939,11803,"Sanchinarro, Madrid",172.0,4,3.0,0.0,"Calle Ana de Austria, 83",770750,4481,0,1,0.0,1,0,1,1,0,1
9940,11802,"Sanchinarro, Madrid",166.0,4,3.0,0.0,"Calle Ana de Austria, 83",763650,4600,0,1,0.0,1,0,1,1,0,1
9941,11801,"Sanchinarro, Madrid",152.0,4,3.0,0.0,"Calle Ana de Austria, 83",817550,5379,0,1,0.0,1,0,1,1,0,1
9942,11800,"Sanchinarro, Madrid",170.0,4,3.0,0.0,"Calle Ana de Austria, 83",757550,4456,0,1,0.0,1,0,1,1,0,1
9943,11799,"Sanchinarro, Madrid",169.0,4,3.0,0.0,"Calle Ana de Austria, 83",778450,4606,0,1,0.0,1,0,1,1,0,1
9944,11798,"Sanchinarro, Madrid",169.0,4,3.0,0.0,"Calle Ana de Austria, 83",773450,4577,0,1,0.0,1,0,1,1,0,1
9945,11797,"Sanchinarro, Madrid",174.0,4,3.0,0.0,"Avenida Isabel de Valois, 22",794000,4563,0,1,0.0,1,0,1,1,0,0
9948,11794,"Hortaleza, Madrid",153.0,3,2.0,0.0,Urb. Valdebebas - Hortaleza,570000,3725,0,0,2019.0,1,0,1,1,0,1
9949,11793,"Hortaleza, Madrid",183.0,4,3.0,0.0,Urb. Campo de las Naciones - Palomas,950000,5191,0,0,0.0,1,0,1,0,0,1
9953,11789,"Apóstol Santiago, Madrid",65.0,3,1.0,0.0,"Calle de Purchena, 36",170000,2615,1,0,1960.0,1,0,0,0,0,0
9954,11788,"Valdebebas - Valdefuentes, Madrid",215.0,3,2.0,0.0,Calle de María de las Mercedes de Borbón,599000,2786,0,0,0.0,1,0,1,1,0,1
9956,11786,"Hortaleza, Madrid",209.0,4,3.0,0.0,Urb. Puerta de Chamartín,730000,3493,0,0,2006.0,1,0,1,1,0,1
9957,11785,"Canillas, Madrid",64.0,0,1.0,0.0,"Alejandro Villegas, 3",271078,4236,0,0,0.0,1,0,0,1,0,1
9958,11784,"Sanchinarro, Madrid",122.0,3,2.0,0.0,"americo castro, 96",495000,4057,0,0,0.0,1,0,1,0,0,1
9959,11783,"Pinar del Rey, Madrid",78.0,2,2.0,0.0,"Calle de la Liberacion, 37",220000,2821,1,0,1988.0,1,0,1,1,0,1
9960,11782,"Pinar del Rey, Madrid",115.0,2,2.0,0.0,"Gran Vía de Hortaleza, Madrid, 5",495000,4304,0,0,2005.0,1,0,1,0,0,1
9961,11781,"Sanchinarro, Madrid",70.0,1,1.0,0.0,"Avenida Francisco Pi y Margal, 79",375000,5357,0,0,0.0,1,0,1,0,0,1
9962,11780,"Pinar del Rey, Madrid",53.0,2,1.0,0.0,"Calle Balaguer, 12",145000,2736,0,0,0.0,1,0,0,0,0,0
9963,11779,"Canillas, Madrid",87.0,3,1.0,0.0,Calle de Tribaldos,260000,2989,0,0,0.0,1,0,0,1,1,0
9964,11778,"Valdebebas - Valdefuentes, Madrid",113.0,3,2.0,0.0,"Calle de María de las Mercedes de Borbón, 236",540000,4779,0,0,0.0,1,0,1,0,0,1
9965,11777,"Canillas, Madrid",119.0,3,2.0,0.0,Carretera de Canillas,369900,3108,0,0,1985.0,1,0,1,0,0,0
9966,11776,"Valdebebas - Valdefuentes, Madrid",110.0,2,2.0,0.0,Calle Rafaela Aparicio,339000,3082,0,0,1996.0,1,0,1,0,0,1
9967,11775,"Sanchinarro, Madrid",136.0,4,2.0,0.0,Calle Princesa de Éboli,499000,3669,0,0,0.0,1,0,1,0,0,1
9968,11774,"Conde Orgaz-Piovera, Madrid",280.0,3,3.0,0.0,"Calle de José Rizal, 47",1250000,4464,0,0,1995.0,1,0,1,1,0,1
9969,11773,"Valdebebas - Valdefuentes, Madrid",107.0,3,2.0,0.0,"Calle del Olivar, 2",350000,3271,0,0,1998.0,1,0,1,1,0,0
9970,11772,"Canillas, Madrid",501.0,5,5.0,4.0,"Gran Vía de Hortaleza, 50",995000,1986,0,0,0.0,0,1,0,1,1,1
9971,11771,"Sanchinarro, Madrid",32.0,0,1.0,0.0,Calle de Américo Castro,259000,8094,0,0,2011.0,1,0,1,0,0,1
9972,11770,"Pinar del Rey, Madrid",82.0,3,1.0,0.0,Calle de López de Hoyos,235000,2866,0,0,0.0,1,0,0,1,0,0
9973,11769,"Sanchinarro, Madrid",190.0,4,3.0,0.0,"Avenida de Francisco Pi y Margall, 86",695000,3658,0,0,0.0,1,0,1,0,0,1
9974,11768,"Sanchinarro, Madrid",177.0,4,3.0,0.0,"Avenida Isabel de Valois, 22",826000,4667,0,1,0.0,1,0,1,1,0,0
9975,11767,"Sanchinarro, Madrid",176.0,4,3.0,0.0,"Avenida Isabel de Valois, 22",826000,4693,0,1,0.0,1,0,1,1,0,0
9976,11766,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",696000,5043,0,1,0.0,1,0,1,1,0,0
9977,11765,"Sanchinarro, Madrid",141.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",704000,4993,0,1,0.0,1,0,1,1,0,0
9978,11764,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",685000,5000,0,1,0.0,1,0,1,1,0,0
9979,11763,"Sanchinarro, Madrid",139.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",675000,4856,0,1,0.0,1,0,1,1,0,0
9980,11762,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",675000,4927,0,1,0.0,1,0,1,1,0,0
9981,11761,"Sanchinarro, Madrid",109.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",556000,5101,0,1,0.0,1,0,1,1,0,0
9982,11760,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",660000,4818,0,1,0.0,1,0,1,1,0,0
9983,11759,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",666000,4826,0,1,0.0,1,0,1,1,0,0
9984,11758,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",670000,4891,0,1,0.0,1,0,1,1,0,0
9985,11757,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",671000,4862,0,1,0.0,1,0,1,1,0,0
9986,11756,"Sanchinarro, Madrid",115.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",588000,5113,0,1,0.0,1,0,1,1,0,0
9987,11755,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",675000,4927,0,1,0.0,1,0,1,1,0,0
9988,11754,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",661000,4790,0,1,0.0,1,0,1,1,0,0
9989,11753,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",670000,4891,0,1,0.0,1,0,1,1,0,0
9990,11752,"Sanchinarro, Madrid",140.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",666000,4757,0,1,0.0,1,0,1,1,0,0
9991,11751,"Sanchinarro, Madrid",140.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",671000,4793,0,1,0.0,1,0,1,1,0,0
9992,11750,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",686000,4971,0,1,0.0,1,0,1,1,0,0
9993,11749,"Sanchinarro, Madrid",180.0,4,3.0,0.0,"Avenida Isabel de Valois, 22",893600,4964,0,1,0.0,1,0,1,1,0,0
9994,11748,"Sanchinarro, Madrid",108.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",530000,4907,0,1,0.0,1,0,1,1,0,0
9995,11747,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",691000,5007,0,1,0.0,1,0,1,1,0,0
9996,11746,"Sanchinarro, Madrid",137.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",680000,4964,0,1,0.0,1,0,1,1,0,0
9997,11745,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",696000,5043,0,1,0.0,1,0,1,1,0,0
9998,11744,"Sanchinarro, Madrid",111.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",539000,4856,0,1,0.0,1,0,1,1,0,0
9999,11743,"Sanchinarro, Madrid",138.0,3,2.0,0.0,"Avenida Isabel de Valois, 22",656000,4754,0,1,0.0,1,0,1,1,0,0
10000,11742,"Sanchinarro, Madrid",110.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",556000,5055,0,1,0.0,1,0,1,1,0,0
10001,11741,"Sanchinarro, Madrid",111.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",527000,4748,0,1,0.0,1,0,1,1,0,0
10002,11740,"Sanchinarro, Madrid",116.0,2,2.0,0.0,"Avenida Isabel de Valois, 22",607000,5233,0,1,0.0,1,0,1,1,0,0
10003,11739,"Canillas, Madrid",81.0,3,2.0,0.0,Calle de Tribaldos,280000,3457,0,0,0.0,1,0,0,1,1,1
10006,11736,"Canillas, Madrid",37.0,0,1.0,0.0,"Calle de Andorra, 57",125000,3378,0,0,1972.0,1,0,0,0,0,0
10007,11735,"Palomas, Madrid",150.0,4,2.0,0.0,Calle del Sándalo,585000,3900,0,0,1975.0,1,0,1,1,0,1
10009,11733,"Conde Orgaz-Piovera, Madrid",256.0,4,5.0,0.0,"Calle Madroños, 29",1790000,6992,0,1,0.0,1,0,1,1,0,1
10010,11732,"Conde Orgaz-Piovera, Madrid",456.0,5,5.0,4.0,Calle del Moscatelar,1190000,2610,0,0,2019.0,0,1,1,1,0,1
10011,11731,"Conde Orgaz-Piovera, Madrid",256.0,4,5.0,0.0,"Avenida de los Madroños , 27",1795000,7012,0,0,0.0,1,0,1,1,0,1
10012,11730,"Conde Orgaz-Piovera, Madrid",266.0,4,5.0,0.0,"Avenida de los Madroños , 27",1740000,6541,0,0,0.0,1,0,1,1,0,1
10013,11729,"Conde Orgaz-Piovera, Madrid",326.0,4,5.0,0.0,"Avenida de los Madroños , 27",3130000,9601,0,0,0.0,1,0,1,0,0,1
10014,11728,"Palomas, Madrid",221.0,4,2.0,0.0,Calle GUADALAJARA,760000,3439,0,0,0.0,1,0,1,0,0,1
10015,11727,"Pinar del Rey, Madrid",67.0,2,1.0,0.0,Calle Santa Susana,187000,2791,0,0,1965.0,1,0,0,0,0,0
10016,11726,"Conde Orgaz-Piovera, Madrid",420.0,6,5.0,3.0,Calle MANUEL COMÍN,1400000,3333,0,0,0.0,0,0,1,0,0,1
10017,11725,"Virgen del Cortijo - Manoteras, Madrid",78.0,0,1.0,0.0,MANOTERAS,180000,2308,0,0,2007.0,1,0,0,0,0,1
10018,11724,"Pinar del Rey, Madrid",65.0,2,1.0,0.0,Avenida de la Virgen del Carmen,223000,3431,0,0,0.0,1,0,0,1,0,0
10019,11723,"Canillas, Madrid",60.0,3,1.0,0.0,Calle de las Pedroñeras,185000,3083,1,0,0.0,1,0,0,1,0,0
10020,11722,"Conde Orgaz-Piovera, Madrid",500.0,5,5.0,0.0,Calle de Machaquito,1600000,3200,0,0,0.0,0,1,1,0,0,1
10021,11721,"Canillas, Madrid",64.0,1,1.0,0.0,Calle Alejandro Villegas,271078,4236,0,0,2020.0,1,0,0,1,1,1
10022,11720,"Sanchinarro, Madrid",170.0,4,2.0,0.0,"Avenida Isabel de Valois, 82",650000,3824,0,0,0.0,1,0,1,0,0,1
10023,11719,"Valdebebas - Valdefuentes, Madrid",132.0,3,2.0,0.0,"Avenida de Secundino Zuazo, 20",631000,4780,0,0,0.0,1,0,1,1,0,1
10024,11718,"Pinar del Rey, Madrid",140.0,4,2.0,0.0,"Calle de López de Hoyos, 353",360000,2571,1,0,1964.0,1,0,0,1,1,0
10025,11717,"Sanchinarro, Madrid",56.0,1,1.0,0.0,Avenida Niceto Alcalá Zamora,275000,4911,0,0,2008.0,1,0,1,0,0,1
10026,11716,"Conde Orgaz-Piovera, Madrid",700.0,4,5.0,4.0,Ronda de Cala Basa,2500000,3571,0,0,0.0,0,1,1,1,0,1
10027,11715,"Pinar del Rey, Madrid",65.0,3,1.0,0.0,Calle Calasparra,170000,2615,0,0,1963.0,1,0,0,1,1,0
